0,s906201955755810819,"  That's a question for the Gov, but as you can see FL wil… "
1,s902344270245453824,"Update: Collision; highway WB: at Exit194, no lns clsd, Ocrd: // :19AM.| :36P"
0,s821818682036879362,SNAP E&amp;T Learning Academy builds national leadership for the program 
0,s632172294517968896,What Do You Mean? Taking it worldwide . #14Days 
1,s651536433908465665,Disabled Vehicle on Northbound highway NB at Mile Marker .
0,s884717405850742785,Direct hit! See how our #THAAD system intercepted a missile target in major U.S. test: 
0,s898892639570976768,Shout-out to the Class of ' arriving in the burg today! General move-in is just days away. Who's… 
1,s901051567712993280,"NB highway after 84th St
Left Lane Blocked
Due to a Crash
Kent County

Randy Weits
//
:"
1,s869350153420800002,Snoqualmie: Construction season is underway &amp; there are work zones on highway. Make sure &amp; check Travel Alerts page to 
1,s901083865162317825,Moving work crew - NB highway from mile to Mile. Right lane closed.
0,s903399547103272961,Waiting for ‘miracle food’. A story of survival from  
1,s905039803573567490,Incident on #NJ21 SB at Exit - NJ 
0,s846769363252379648," Thanks for the follow up, Keith. Please report this issue to us here: Thanks! -CB"
1,s759478841295400960,Update: Construction on #7Line Queens bound from Queensboro Plaza Station to Willets Point-Shea Stadium Station 
0,s760636535716864000,The perfect fit: getting kitted out in her official #TeamUSA closing ceremony uniform 
0,s904410075279876096," That road trip sounds perfect Andrew with a nice choice of color set against the snow, very nice. 👍"
1,s905081290029977600,Cleared: Closure on #NJ37 WB at Garden State Parkway
0,s904392967405936641,"Meanwhile in LA... the Lakers are getting focused for the new season 🎶 

(Via gunnarfitness/ IG) "
1,s902884299166412800,Cleared: Incident on #ALine NB from Euclid Avenue Station to Broadway-East New York Station
1,s905920379537035264,CLEARED: Incident cleared on highway southbound at Exit - Paxtonia.
1,s906980789568593927,"Due to flooding in the area, SR- EB at the Turnpike NB entrance ramp is closed. Motorists should use caution..."
0,s905427294172434432,"Via the youth tackle football league localized in Jefferson County, Oregon: "
0,s897231862975811584,"It's never too early to start planning for the weekend. 

Just started working on the latest rendition of our belov… "
1,s898263389994201088,Cleared: Construction on #NY27 Both directions from County Line Road; CR to Great Neck Road; CR 
0,s636656337498210304,"Restaurant's Reservation Policy Allows It to Sue Yelpers, Online Critics "
0,s904420978524135425,Don't gas up my insecurities by making me feel like I'm annoying and then get mad that I pull away.
0,s888056429973823492,"When the weather heats up, make sure your summer style stays hotter.  "
1,s893084304070377473,"New: Crash involving truck in Sumter on Floridas Turnpike south ramp to Exit highway, off-ramp closed. Last..."
0,s902910458700587008,I'm so stressed to the point don't shit faze me no more 🎯👌🏾
0,s887498212268883968,Hope you're watching with me! #WorldOfDance #LetsDance on NBC now! 
0,s897832093824106496,Orientation is taking place at South Central Michigan Virtual today! Students are excited to begin the year! 
1,s905021880071061504,Incident on #GardenStateParkway NB from South of Exit - Watchung St to Exit 153A - NJ 
1,s898261330209230848, A major crash around mile jammed traffic. controlled the scene and we sent alerts thru media. Sorry you got stuck!
