1,s884397880253059074,"As highway construction heats up, please slow down and be aware in #WorkZones. Work Zone safety is in your hands! "
1,s902255612217708545,Crash SB Telegraph near Joy Road in Redford Township affecting Left Lane. Traffic slow from Plymouth Road. #wwjtraffic
1,s896765983695794179,Incident on #FLine BothDir/BothDir at Neptune Avenue Station 
1,s900820637140340737,"Updated: Crash in Palm Beach on highway north at Exit Yamato Rd, left lanes blocked. Last updated at ::04PM. "
0,s840215804671057921,Shared spaces and new amenities are redefining the way offices facilitate community and creativity.… 
1,s900430368100241409,"Disabled vehicle, right lane blocked in #VanAlystneGraysonCo.Line on NB at Cnty Line Rd, stop and go traffic back to FM- #DFWTraffic"
0,s885046073810661377,"When transporting a #propanetank, make sure it's ALWAYS upright. More propane #safetytips: "
1,s905996849387069440,Accident on Garden State Parkway southbound South of Exit - CR right shoulder
0,s860162162496557056,Use the 4th for good ✋🏽 #starwarsday #oldnavystyle #maythe4th 
1,s900718658070163456,Traffic Alert - Sardis Rd. is closed in both directions in the block near Coach Ridge Trail due to an... 
0,s897893785065185281,It can be hard as there will be so much noise but they've seen it before and know what to say and their advice will be invaluable
1,s730019628722888704,"Rolling roadblocks highway NB in Waterbury #VT this morning near Exit in the work zone. Use caution, delays. "
0,s900825347708596224,Storm surge is often the greatest threat to life and property from a hurricane. 
0,s892940585425883136,"#PHX,  fans, did you see our #TVSpot about the ease of moving with U-Box®? "
0,s834116575775035394,Coach Herman shares #Longhorns Core Values 
0,s907958883804688385,Asap ferg wassup you know Baltimore fuckin with you 
0,s898543097059057665," Saw this, planned to tweet later. The Bay Area is an object lesson in how little privileged r… "
1,s900039936581173249,#TRAFFICALERT highway NB south of SR traffic slow due to multiple vehicle crash. Use caution and avoid if possible. 
1,s898255554413379585,Current conditions NB From Brunswick to Topsham due to crash at mile .  Expect delays 
0,s900424985520603136,"Good news Hokies, is back in action! Select dining centers will open today. Here's the full schedule:… "
